diseaseWikidata	label	wikidata	label_processed
Q3395796	neurologie	Q83042	neurologie
Q3508804	neurologie	Q83042	neurologie
Q3612627	neurologie	Q83042	neurologie
Q3620651	neurologie	Q83042	neurologie
Q3629049	neurologie	Q83042	neurologie
Q3705268	neurologie	Q83042	neurologie
Q3733046	neurologie	Q83042	neurologie
Q3792460	neurologie	Q83042	neurologie
Q3843807	neurologie	Q83042	neurologie
Q3854686	neurologie	Q83042	neurologie
Q3740609	immunologie	Q101929	immunologie
Q3775784	immunologie	Q101929	immunologie
Q3832899	immunologie	Q101929	immunologie
Q3358864	hématologie	Q103824	hematologie
Q3508735	hématologie	Q103824	hematologie
Q3616632	hématologie	Q103824	hematologie
Q3355380	urologie	Q105650	urologie
Q3508670	urologie	Q105650	urologie
Q3392956	gastro-entérologie	Q120569	gastro-enterologie
Q3542029	gastro-entérologie	Q120569	gastro-enterologie
Q3796380	gastro-entérologie	Q120569	gastro-enterologie
Q3831227	gastro-entérologie	Q120569	gastro-enterologie
Q3686833	ophtalmologie	Q161437	ophtalmologie
Q3433884	oncologie	Q162555	oncologie
Q3473544	oncologie	Q162555	oncologie
Q3542012	oncologie	Q162555	oncologie
Q3542016	oncologie	Q162555	oncologie
Q3542027	oncologie	Q162555	oncologie
Q3542029	oncologie	Q162555	oncologie
Q3640885	oncologie	Q162555	oncologie
Q3775784	oncologie	Q162555	oncologie
Q3832899	oncologie	Q162555	oncologie
Q3832900	oncologie	Q162555	oncologie
Q3840916	oncologie	Q162555	oncologie
Q3843804	oncologie	Q162555	oncologie
Q3338677	endocrinologie	Q162606	endocrinologie
Q3508729	endocrinologie	Q162606	endocrinologie
Q3508774	endocrinologie	Q162606	endocrinologie
Q3843807	endocrinologie	Q162606	endocrinologie
Q3324389	dermatologie	Q171171	dermatologie
Q3408668	dermatologie	Q171171	dermatologie
Q3542027	dermatologie	Q171171	dermatologie
Q3591492	dermatologie	Q171171	dermatologie
Q3604584	dermatologie	Q171171	dermatologie
Q3616643	dermatologie	Q171171	dermatologie
Q3667186	dermatologie	Q171171	dermatologie
Q3774229	dermatologie	Q171171	dermatologie
Q3874230	néphrologie	Q177635	nephrologie
Q3497004	otorhinolaryngologie	Q189553	otorhinolaryngologie
Q3740609	otorhinolaryngologie	Q189553	otorhinolaryngologie
Q3508797	pneumologie	Q203337	pneumologie
Q3740609	pneumologie	Q203337	pneumologie
Q3508650	rhumatologie	Q327657	rhumatologie
Q3542012	rhumatologie	Q327657	rhumatologie
Q3775784	angiologie	Q539690	angiologie
Q3832889	angiologie	Q539690	angiologie
Q3832899	angiologie	Q539690	angiologie
Q3518022	traumatologie	Q376680	traumatologie
Q3367106	infectiologie	Q788926	infectiologie
Q3410750	infectiologie	Q788926	infectiologie
Q3493588	infectiologie	Q788926	infectiologie
Q3854684	infectiologie	Q788926	infectiologie
Q3335660	génétique médicale	Q1071953	genetique medicale
Q3335661	génétique médicale	Q1071953	genetique medicale
Q3346781	génétique médicale	Q1071953	genetique medicale
Q3357668	génétique médicale	Q1071953	genetique medicale
Q3377927	génétique médicale	Q1071953	genetique medicale
Q3441028	génétique médicale	Q1071953	genetique medicale
Q3458131	génétique médicale	Q1071953	genetique medicale
Q3508570	génétique médicale	Q1071953	genetique medicale
Q3508568	génétique médicale	Q1071953	genetique medicale
Q3508578	génétique médicale	Q1071953	genetique medicale
Q3508619	génétique médicale	Q1071953	genetique medicale
Q3508634	génétique médicale	Q1071953	genetique medicale
Q3508635	génétique médicale	Q1071953	genetique medicale
Q3508782	génétique médicale	Q1071953	genetique medicale
Q3508786	génétique médicale	Q1071953	genetique medicale
Q3667186	génétique médicale	Q1071953	genetique medicale
Q3726816	génétique médicale	Q1071953	genetique medicale
Q3804555	génétique médicale	Q1071953	genetique medicale
Q3804556	génétique médicale	Q1071953	genetique medicale
Q3813599	génétique médicale	Q1071953	genetique medicale
Q3857010	génétique médicale	Q1071953	genetique medicale
Q3333223	gynécologie	Q1221899	gynecologie
Q3567797	stomatologie	Q3673891	stomatologie
Q3377653	médecine d'urgence	Q2861470	medecine d'urgence
